loan_status,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file
0,32.0,0,1,84686.0,12,3,9450.0,0,10.83,0.11,10.0,668,1
0,24.0,1,1,66779.0,3,3,7500.0,1,6.03,0.11,3.0,663,1
0,28.0,1,1,58573.0,0,2,8000.0,4,16.77,0.14,9.0,587,1
0,23.0,1,0,78992.0,1,0,20000.0,1,12.18,0.25,4.0,655,0
0,22.0,1,4,46618.0,0,3,10000.0,4,13.49,0.21,2.0,672,0
1,37.0,1,0,42821.0,14,3,7000.0,0,16.77,0.16,17.0,680,0
0,24.0,1,3,50274.0,0,3,6461.0,0,11.16,0.13,4.0,590,0
0,24.0,0,1,55085.0,2,3,7800.0,4,7.51,0.14,3.0,610,1
0,23.0,1,4,67132.0,3,0,2100.0,1,11.49,0.03,3.0,691,0
0,26.0,1,3,72261.0,1,3,9000.0,1,6.30,0.12,7.0,628,0
1,23.0,0,0,70673.0,0,0,16500.0,4,11.01,0.23,4.0,656,0
1,27.0,1,1,44308.0,8,3,3000.0,2,15.62,0.07,7.0,660,0
1,23.0,1,0,44285.0,0,3,3000.0,1,12.29,0.07,2.0,672,0
0,23.0,0,1,53862.0,1,3,13000.0,3,8.90,0.24,4.0,654,1
0,27.0,1,1,53829.0,3,3,4838.0,2,7.77,0.09,9.0,679,1
0,30.0,0,3,99757.0,11,3,4018.0,0,9.94,0.04,7.0,652,1
0,26.0,1,1,138966.0,8,0,6000.0,5,10.75,0.04,2.0,709,0
0,22.0,1,3,73202.0,0,0,10000.0,1,11.01,0.14,3.0,632,0
1,35.0,1,0,40732.0,10,3,8000.0,4,10.61,0.20,11.0,630,0
0,25.0,0,0,57407.0,4,3,5000.0,3,12.42,0.09,4.0,631,0
0,26.0,0,1,123362.0,3,3,10000.0,5,9.24,0.08,2.0,674,0
0,23.0,1,1,102858.0,2,0,20000.0,1,13.22,0.19,4.0,576,1
1,30.0,0,3,36735.0,9,3,7750.0,5,13.87,0.21,9.0,673,0
1,25.0,1,1,69353.0,1,3,21700.0,4,11.99,0.31,2.0,664,0
0,24.0,1,0,50133.0,3,0,10000.0,5,12.72,0.20,3.0,702,1
0,25.0,1,3,102928.0,4,0,4000.0,3,7.83,0.04,3.0,613,1
0,22.0,0,1,85273.0,0,3,3000.0,4,7.29,0.04,4.0,648,0
0,30.0,0,3,48885.0,7,3,3000.0,3,7.14,0.06,7.0,683,0
1,22.0,0,4,45919.0,0,3,12000.0,1,10.62,0.26,2.0,661,0
0,31.0,1,0,360630.0,8,0,10000.0,4,16.31,0.03,7.0,643,1
1,23.0,0,0,72279.0,2,3,20000.0,3,16.00,0.28,3.0,688,0
0,22.0,0,3,42977.0,0,3,5000.0,4,11.01,0.12,3.0,659,1
0,24.0,1,0,80056.0,3,3,8400.0,2,11.01,0.10,2.0,667,1
1,23.0,1,1,81255.0,3,3,25000.0,1,7.90,0.31,3.0,647,0
0,27.0,0,0,57393.0,7,0,6500.0,5,12.87,0.11,6.0,587,1
0,27.0,0,0,50395.0,6,3,7100.0,3,7.88,0.14,10.0,611,1
0,23.0,0,3,114538.0,1,3,13600.0,5,11.11,0.12,2.0,670,1
0,25.0,0,1,144780.0,2,3,11000.0,0,12.18,0.08,4.0,679,0
0,25.0,1,4,132830.0,3,2,28000.0,4,9.91,0.21,2.0,592,1
1,25.0,1,3,33069.0,1,3,10000.0,3,8.74,0.30,6.0,684,0
1,30.0,0,1,12662.0,8,3,1500.0,0,12.73,0.12,8.0,643,0
0,26.0,1,4,93102.0,4,3,7200.0,0,9.63,0.08,4.0,690,0
1,29.0,0,3,37219.0,9,3,10000.0,1,16.82,0.27,7.0,623,0
0,23.0,1,0,37009.0,5,3,8000.0,3,12.18,0.22,2.0,605,1
0,29.0,0,1,94894.0,5,3,14000.0,1,10.82,0.15,9.0,619,1
0,22.0,1,1,84791.0,0,3,20000.0,4,6.91,0.24,4.0,592,1
0,26.0,1,1,59161.0,3,3,7000.0,3,7.96,0.12,3.0,625,1
1,64.0,1,1,68127.0,44,3,10000.0,0,16.82,0.15,18.0,690,0
0,23.0,1,0,44053.0,1,3,5000.0,1,7.49,0.11,4.0,628,1
1,35.0,0,0,101613.0,12,0,15200.0,0,15.27,0.15,7.0,620,0
0,21.0,0,3,118564.0,0,0,6000.0,4,10.59,0.05,4.0,628,1
0,27.0,1,1,136130.0,5,0,24000.0,0,11.01,0.18,7.0,592,0
0,24.0,1,3,49244.0,1,0,3000.0,0,11.99,0.06,4.0,690,0
0,29.0,0,0,84753.0,5,3,5600.0,2,11.99,0.07,6.0,618,1
1,27.0,1,3,26757.0,6,3,8000.0,3,10.59,0.30,5.0,716,0
0,31.0,1,4,29658.0,8,3,3000.0,4,7.49,0.10,8.0,640,1
1,27.0,1,1,44297.0,1,3,12000.0,0,14.09,0.27,10.0,652,0
0,26.0,1,3,157021.0,3,3,4550.0,2,13.57,0.03,4.0,631,0
0,25.0,1,3,40510.0,2,3,7500.0,4,12.85,0.19,5.0,504,1
0,22.0,0,1,73675.0,0,0,5300.0,4,11.01,0.07,4.0,528,1
0,22.0,0,1,120572.0,0,0,7125.0,4,7.51,0.06,4.0,628,1
0,28.0,1,1,36966.0,7,0,15000.0,2,11.01,0.41,8.0,691,0
0,23.0,0,0,109002.0,0,3,8000.0,1,9.91,0.07,3.0,662,1
0,22.0,0,3,169028.0,0,3,10000.0,1,9.99,0.06,2.0,617,0
0,26.0,1,0,79360.0,0,2,7000.0,5,11.71,0.09,3.0,585,0
0,24.0,1,0,57549.0,0,0,7500.0,1,7.65,0.13,5.0,642,0
0,30.0,0,0,51026.0,9,3,1850.0,3,11.99,0.04,6.0,627,1
0,23.0,1,1,210937.0,0,0,21000.0,4,11.99,0.10,3.0,620,1
0,22.0,1,3,181175.0,1,0,9500.0,3,12.87,0.05,4.0,537,1
1,25.0,1,1,93065.0,4,0,14500.0,2,15.95,0.16,2.0,649,0
0,21.0,0,1,49161.0,1,0,8000.0,4,10.25,0.16,4.0,694,1
0,37.0,1,4,437527.0,13,3,2816.0,2,11.33,0.01,10.0,681,1
0,25.0,0,4,51037.0,0,2,7200.0,2,7.24,0.14,6.0,683,0
0,25.0,1,1,102051.0,3,3,21033.0,0,10.54,0.21,5.0,658,0
0,24.0,1,3,103862.0,1,3,4817.0,5,9.44,0.05,4.0,536,0
0,38.0,1,0,43100.0,12,3,5000.0,5,14.99,0.12,15.0,681,0
0,22.0,0,1,73102.0,0,3,8000.0,1,12.70,0.11,3.0,616,1
0,27.0,0,1,36754.0,3,3,8650.0,4,8.94,0.24,6.0,716,0
0,21.0,1,4,134176.0,0,3,12000.0,4,13.11,0.09,2.0,621,1
0,24.0,1,1,87214.0,0,0,5000.0,4,6.03,0.06,4.0,587,1
0,26.0,0,4,73108.0,5,3,4800.0,2,7.90,0.07,3.0,704,1
0,41.0,1,3,123439.0,17,2,7000.0,1,6.92,0.06,12.0,643,0
0,23.0,0,3,66996.0,0,3,7200.0,0,8.47,0.11,3.0,614,0
0,29.0,1,0,94670.0,7,0,18000.0,4,6.62,0.19,5.0,583,0
1,22.0,1,3,12769.0,0,3,1500.0,5,7.29,0.12,2.0,503,0
1,24.0,1,1,44112.0,3,3,2500.0,2,16.77,0.06,3.0,566,0
0,26.0,1,0,54966.0,3,3,4800.0,4,13.06,0.09,4.0,656,0
0,22.0,1,4,46281.0,0,0,13500.0,4,11.83,0.29,4.0,654,0
0,24.0,1,0,96849.0,0,3,10000.0,1,12.43,0.10,3.0,596,1
0,22.0,1,1,72964.0,0,0,6000.0,1,9.91,0.08,4.0,661,1
1,23.0,1,1,36926.0,1,3,4000.0,3,16.30,0.11,4.0,533,0
0,28.0,0,1,272305.0,5,0,31131.0,2,9.73,0.11,6.0,657,0
0,24.0,1,0,27354.0,5,3,2500.0,0,9.76,0.09,2.0,679,1
0,26.0,1,0,63285.0,2,0,6000.0,1,8.90,0.09,4.0,615,0
0,23.0,0,4,45353.0,0,3,10000.0,4,13.23,0.22,3.0,716,0
1,29.0,0,3,86807.0,5,0,8000.0,3,8.49,0.09,10.0,594,0
1,28.0,1,4,35591.0,5,0,5600.0,0,11.01,0.16,5.0,631,0
0,33.0,0,3,100009.0,11,0,11000.0,0,9.38,0.11,11.0,665,1
0,26.0,1,0,105198.0,5,0,25000.0,0,13.12,0.24,3.0,634,0
0,22.0,0,3,49309.0,1,3,10000.0,1,11.01,0.20,4.0,609,1
0,25.0,0,3,58461.0,3,3,7000.0,3,7.23,0.12,3.0,552,1
0,23.0,1,1,85131.0,4,0,6000.0,4,13.16,0.07,4.0,660,0
1,24.0,1,0,65830.0,4,3,10000.0,0,14.11,0.15,4.0,662,0
0,26.0,0,3,44875.0,1,3,5000.0,0,6.44,0.11,2.0,622,1
0,41.0,1,0,216865.0,18,2,14000.0,3,5.99,0.06,11.0,694,1
1,24.0,1,3,77693.0,5,0,12000.0,0,16.98,0.15,4.0,644,0
1,22.0,1,0,38579.0,2,3,10000.0,5,19.42,0.26,2.0,655,0
1,25.0,1,3,15162.0,1,2,3000.0,3,11.01,0.20,3.0,564,0
0,29.0,0,0,86163.0,7,3,12000.0,2,13.16,0.14,5.0,664,1
0,25.0,0,1,144867.0,3,0,20990.0,2,14.26,0.14,3.0,653,0
0,33.0,1,4,72841.0,14,2,10000.0,5,13.98,0.14,7.0,674,0
1,22.0,0,0,36213.0,0,3,10500.0,1,9.99,0.29,3.0,581,0
0,23.0,0,4,82436.0,0,3,13105.0,5,8.79,0.16,2.0,574,1
1,24.0,1,4,43287.0,0,3,20000.0,3,12.53,0.46,4.0,600,0
0,28.0,0,0,103034.0,4,0,24000.0,1,19.03,0.23,7.0,652,1
1,33.0,0,4,58745.0,9,3,14872.0,4,11.53,0.25,11.0,691,0
0,43.0,1,2,104234.0,21,0,10000.0,2,9.99,0.10,14.0,669,1
0,25.0,1,0,62083.0,0,0,7600.0,0,12.23,0.12,3.0,583,1
0,22.0,1,3,63353.0,0,0,6000.0,4,7.88,0.09,4.0,633,1
0,32.0,0,1,115960.0,9,0,9000.0,3,7.49,0.08,7.0,609,1
0,25.0,0,1,102982.0,4,3,12000.0,5,13.58,0.12,4.0,519,1
0,26.0,1,3,144813.0,2,0,5639.0,2,11.89,0.04,3.0,678,0
0,22.0,1,3,48872.0,0,3,5025.0,0,13.43,0.10,2.0,648,1
0,21.0,0,0,58069.0,0,3,7500.0,1,10.99,0.13,3.0,652,1
0,22.0,1,1,48787.0,0,0,4776.0,0,8.18,0.10,3.0,586,1
0,23.0,0,1,105243.0,0,0,1853.0,1,8.52,0.02,4.0,616,1
0,22.0,0,1,33521.0,1,0,5000.0,0,12.18,0.15,4.0,518,1
0,30.0,0,3,28479.0,7,3,1000.0,4,11.49,0.04,5.0,673,0
0,22.0,1,0,36862.0,1,3,6000.0,4,12.42,0.16,4.0,681,0
1,24.0,1,4,65636.0,0,0,6300.0,2,14.65,0.10,2.0,659,0
0,26.0,1,4,34546.0,0,2,16750.0,1,7.88,0.48,4.0,546,0
0,23.0,0,0,43779.0,1,0,11000.0,1,11.01,0.25,3.0,683,0
0,44.0,0,1,403758.0,16,2,10856.0,5,11.74,0.03,14.0,635,1
0,29.0,0,1,36881.0,2,3,1585.0,0,9.82,0.04,9.0,624,1
0,31.0,0,4,75190.0,11,3,10000.0,5,12.84,0.13,5.0,698,1
0,32.0,1,0,188986.0,8,0,7215.0,4,7.69,0.04,7.0,564,1
0,30.0,0,4,77386.0,8,3,6000.0,3,11.49,0.08,7.0,606,1
0,28.0,1,0,45748.0,4,3,3600.0,1,14.11,0.08,7.0,516,1
1,22.0,1,4,29127.0,1,3,2000.0,2,11.89,0.07,2.0,697,0
0,25.0,1,1,72900.0,3,3,17000.0,4,6.91,0.23,2.0,678,1
0,24.0,1,3,97526.0,4,3,6000.0,2,10.59,0.06,3.0,458,1
0,39.0,1,3,91295.0,11,3,14400.0,1,12.53,0.16,11.0,664,1
1,22.0,1,1,53373.0,1,0,10000.0,0,14.96,0.19,2.0,604,0
1,30.0,1,3,37129.0,6,3,12000.0,0,15.21,0.32,6.0,635,0
1,24.0,1,1,90938.0,0,3,25000.0,1,10.25,0.27,4.0,648,0
0,23.0,0,3,73077.0,0,3,3600.0,1,8.61,0.05,3.0,586,1
0,22.0,0,3,84360.0,0,0,6000.0,3,13.48,0.07,3.0,628,1
0,23.0,1,4,91338.0,0,0,10200.0,5,12.68,0.11,2.0,692,0
1,29.0,1,4,46433.0,8,3,1500.0,4,12.53,0.03,7.0,560,0
0,37.0,0,1,54867.0,19,3,7200.0,3,9.63,0.13,11.0,650,1
0,25.0,0,0,94903.0,2,3,10000.0,5,5.79,0.11,3.0,543,0
0,22.0,1,0,29634.0,0,2,2500.0,5,10.59,0.08,2.0,676,1
0,28.0,0,0,88562.0,7,3,1000.0,2,11.01,0.01,7.0,697,0
1,29.0,0,1,99366.0,8,3,17122.0,5,20.00,0.17,10.0,697,0
0,30.0,1,1,56906.0,7,0,6000.0,5,7.88,0.11,8.0,677,0
0,30.0,0,3,113953.0,8,0,10000.0,0,14.27,0.09,10.0,621,1
0,30.0,1,4,59624.0,7,3,3000.0,1,10.36,0.05,10.0,638,1
1,36.0,1,0,53471.0,16,3,5000.0,3,13.22,0.09,13.0,691,0
0,31.0,0,0,65794.0,11,3,12000.0,1,10.99,0.18,9.0,605,1
0,29.0,0,0,46081.0,2,0,6000.0,1,15.21,0.13,9.0,655,0
0,24.0,0,1,91967.0,3,0,13500.0,5,8.49,0.15,4.0,692,0
0,34.0,1,1,73480.0,12,0,10000.0,4,9.88,0.14,8.0,704,0
0,22.0,1,3,30187.0,2,2,1800.0,5,11.89,0.06,4.0,546,1
1,22.0,1,3,53725.0,0,3,7001.0,1,11.42,0.13,3.0,635,0
1,33.0,0,4,96759.0,9,3,21600.0,1,18.64,0.22,10.0,640,0
0,26.0,0,0,69466.0,2,0,1797.0,0,13.33,0.03,4.0,605,1
0,31.0,1,4,72864.0,10,3,12000.0,4,13.98,0.16,5.0,693,1
0,23.0,0,3,102571.0,2,3,10000.0,5,8.05,0.10,3.0,569,0
0,22.0,0,4,61886.0,0,0,22000.0,0,11.01,0.36,3.0,723,1
0,29.0,1,3,61266.0,7,2,4200.0,2,9.91,0.07,5.0,606,1
0,23.0,1,4,60926.0,2,0,6000.0,4,6.92,0.10,2.0,612,1
1,26.0,1,4,35723.0,3,3,8500.0,3,13.55,0.24,3.0,593,0
0,26.0,1,0,87089.0,4,0,7500.0,2,10.99,0.09,3.0,661,0
0,29.0,1,3,75830.0,9,3,9000.0,4,13.49,0.12,9.0,595,0
1,27.0,1,0,21369.0,3,3,4000.0,5,14.42,0.19,8.0,566,0
0,31.0,1,1,50328.0,9,3,7200.0,5,7.90,0.14,7.0,574,1
0,34.0,1,4,131650.0,11,2,15000.0,2,13.61,0.11,7.0,733,0
0,29.0,0,0,58649.0,7,3,10000.0,5,10.62,0.17,10.0,668,0
0,23.0,1,1,203286.0,1,3,20000.0,3,11.58,0.10,4.0,679,1
1,22.0,0,0,58975.0,0,0,12000.0,1,12.42,0.20,4.0,646,0
1,31.0,1,2,36937.0,7,3,3000.0,0,10.08,0.08,10.0,704,0
0,27.0,0,0,145241.0,3,0,20000.0,1,11.01,0.14,7.0,646,1
0,37.0,1,2,45737.0,12,3,3537.0,3,12.71,0.08,10.0,657,0
0,31.0,1,1,75373.0,8,0,6550.0,3,5.79,0.09,10.0,701,0
1,23.0,0,3,99134.0,2,3,15000.0,2,18.25,0.15,2.0,595,0
0,23.0,0,1,79259.0,2,0,10800.0,4,10.00,0.14,4.0,583,1
1,23.0,1,3,92206.0,2,0,6000.0,0,11.49,0.07,2.0,551,0
0,25.0,1,3,156910.0,1,0,12000.0,5,7.51,0.08,2.0,583,0
0,23.0,0,3,65864.0,1,0,5000.0,4,9.99,0.08,2.0,615,1
0,26.0,1,1,79958.0,3,3,14000.0,4,6.62,0.18,3.0,633,0
0,26.0,0,1,90930.0,3,0,10000.0,0,8.94,0.11,2.0,644,0
0,22.0,0,1,64448.0,2,0,4000.0,5,10.99,0.06,2.0,684,1
0,23.0,0,1,26678.0,1,2,4400.0,1,12.53,0.16,2.0,610,1
0,22.0,0,1,87298.0,3,0,8000.0,1,16.45,0.09,4.0,618,0
0,22.0,0,1,60982.0,0,0,22000.0,1,9.91,0.36,2.0,678,0
0,29.0,0,0,120966.0,0,0,4800.0,4,5.83,0.04,9.0,670,1
0,32.0,1,0,94687.0,11,0,8000.0,0,6.99,0.08,10.0,634,0
0,25.0,1,0,128198.0,6,3,5000.0,4,11.01,0.04,4.0,546,1
0,35.0,1,4,49402.0,12,2,5000.0,4,6.92,0.10,6.0,691,1
0,36.0,1,0,82786.0,15,1,7200.0,4,9.63,0.09,15.0,634,1
0,33.0,1,3,79194.0,10,0,15000.0,5,7.51,0.19,8.0,599,0
0,22.0,1,4,89583.0,0,3,8800.0,1,18.21,0.10,3.0,750,0
0,46.0,1,4,58618.0,24,2,27175.0,5,8.49,0.46,13.0,659,1
0,31.0,1,1,43062.0,8,0,2000.0,5,15.65,0.05,6.0,718,0
0,30.0,1,0,26974.0,6,3,5000.0,5,11.71,0.19,7.0,564,1
0,27.0,0,1,70451.0,6,3,6971.0,5,10.01,0.10,8.0,700,0
0,29.0,1,0,99248.0,9,0,8000.0,5,7.66,0.08,10.0,668,1
1,26.0,0,1,41633.0,2,3,13000.0,4,13.57,0.31,2.0,682,0
0,24.0,1,3,90911.0,0,3,12000.0,4,11.01,0.13,4.0,652,1
0,30.0,1,3,82025.0,10,0,17000.0,4,11.58,0.21,6.0,586,1
1,26.0,1,4,107957.0,2,3,30000.0,0,6.62,0.28,3.0,654,0
0,24.0,0,4,41244.0,4,3,4800.0,3,11.86,0.12,2.0,658,1
0,43.0,1,0,67088.0,17,0,10000.0,5,6.03,0.15,17.0,610,1
0,23.0,1,3,95147.0,1,0,15000.0,4,16.82,0.16,3.0,636,1
0,28.0,0,1,158251.0,4,0,10000.0,5,13.35,0.06,10.0,651,1
0,29.0,1,0,114875.0,5,3,10000.0,4,10.38,0.09,5.0,648,1
0,23.0,0,4,48745.0,2,2,7500.0,5,5.42,0.15,2.0,688,0
0,22.0,0,3,80404.0,3,0,20000.0,4,10.25,0.25,4.0,636,1
0,44.0,0,0,89271.0,26,2,20000.0,5,12.18,0.22,17.0,738,0
0,22.0,1,4,45375.0,0,3,10000.0,0,11.01,0.22,2.0,668,1
0,25.0,0,0,142519.0,3,0,15000.0,2,7.88,0.11,4.0,498,1
1,25.0,1,3,41647.0,4,0,3000.0,2,10.51,0.07,3.0,642,0
0,24.0,0,4,132998.0,0,0,20000.0,1,11.16,0.15,3.0,621,1
0,29.0,0,0,150807.0,5,0,24000.0,3,13.49,0.16,7.0,650,1
0,24.0,1,0,78949.0,4,3,13000.0,5,11.01,0.16,2.0,579,1
0,25.0,1,1,40990.0,4,3,1000.0,3,7.29,0.02,4.0,660,0
0,26.0,0,3,76579.0,1,3,7997.0,5,12.50,0.10,3.0,644,1
0,24.0,0,4,129409.0,1,0,6000.0,4,7.40,0.05,2.0,681,0
0,27.0,0,0,136301.0,6,0,6425.0,0,6.03,0.05,7.0,665,1
0,30.0,1,1,79052.0,9,0,5559.0,1,7.95,0.07,5.0,674,1
0,31.0,1,1,91181.0,10,3,1200.0,4,6.54,0.01,5.0,566,1
0,26.0,1,1,27046.0,5,2,4200.0,3,9.99,0.16,3.0,598,1
1,22.0,0,1,37009.0,0,3,5000.0,1,9.88,0.14,4.0,523,0
0,23.0,1,4,180087.0,0,2,7000.0,5,8.94,0.04,4.0,668,1
0,27.0,1,0,55356.0,7,3,6500.0,4,10.99,0.12,8.0,696,1
1,32.0,1,1,72936.0,9,3,10000.0,3,14.01,0.14,9.0,656,0
0,24.0,0,3,36688.0,1,0,8000.0,2,6.17,0.22,2.0,640,0
0,24.0,1,4,97134.0,1,0,35000.0,4,11.01,0.36,5.0,701,0
0,26.0,0,3,27860.0,3,3,1800.0,4,8.49,0.06,2.0,513,0
0,24.0,1,0,28804.0,1,3,5500.0,5,6.54,0.19,3.0,675,0
0,36.0,1,0,72611.0,14,0,21000.0,2,15.62,0.29,13.0,614,1
1,24.0,0,1,80597.0,2,3,20000.0,0,14.35,0.25,4.0,557,0
0,24.0,0,0,89059.0,2,3,5000.0,2,12.99,0.06,4.0,660,1
0,24.0,1,0,29914.0,0,2,10000.0,5,6.92,0.33,4.0,513,1
0,34.0,1,0,151124.0,10,0,20000.0,0,11.13,0.13,11.0,681,0
0,25.0,1,3,106703.0,3,0,21214.0,0,8.39,0.20,5.0,639,0
0,27.0,0,1,69734.0,4,2,15000.0,5,11.99,0.22,6.0,586,0
0,24.0,1,1,51417.0,1,0,22250.0,5,11.11,0.43,2.0,659,1
0,24.0,1,3,105608.0,0,0,25000.0,2,10.99,0.24,2.0,610,1
1,29.0,0,3,54008.0,3,3,6000.0,4,13.52,0.11,8.0,568,0
0,22.0,1,3,55577.0,0,3,11000.0,0,10.99,0.20,2.0,585,1
0,40.0,0,0,51404.0,17,0,18000.0,3,5.79,0.35,14.0,707,0
0,28.0,0,1,63514.0,4,0,14822.0,2,10.78,0.23,6.0,634,0
0,29.0,1,4,43102.0,5,0,5000.0,5,10.65,0.12,9.0,689,0
0,25.0,1,0,59491.0,2,3,8000.0,3,16.46,0.13,3.0,694,1
0,39.0,1,0,102703.0,17,0,5000.0,5,11.86,0.05,15.0,662,1
0,26.0,1,3,54900.0,5,3,10400.0,5,10.45,0.19,4.0,546,0
0,22.0,1,3,29111.0,0,0,2400.0,1,9.63,0.08,4.0,668,0
0,24.0,0,3,48826.0,0,0,6400.0,1,9.91,0.13,4.0,639,0
0,30.0,1,3,40437.0,7,0,6000.0,0,8.49,0.15,8.0,634,0
0,23.0,0,1,79127.0,1,0,8000.0,1,7.14,0.10,4.0,678,1
0,25.0,1,1,45127.0,1,3,2875.0,3,11.28,0.06,4.0,643,0
0,29.0,0,0,68768.0,7,0,14750.0,3,11.01,0.21,8.0,699,1
0,25.0,0,4,84731.0,5,3,7000.0,2,13.79,0.08,2.0,709,0
1,30.0,0,3,18058.0,7,3,1100.0,5,14.21,0.06,8.0,570,0
0,23.0,1,4,103216.0,5,3,10000.0,0,6.17,0.10,4.0,704,1
0,24.0,1,3,49360.0,5,0,3000.0,1,15.65,0.06,2.0,588,0
1,24.0,1,1,34248.0,6,0,6000.0,3,15.62,0.18,2.0,617,0
0,27.0,1,1,90732.0,7,3,1000.0,5,13.49,0.01,9.0,622,1
0,24.0,1,3,49199.0,0,2,12000.0,5,6.03,0.24,4.0,593,1
0,33.0,0,1,91403.0,10,0,15000.0,2,12.21,0.16,10.0,684,1
0,24.0,1,4,39637.0,1,3,3000.0,3,12.29,0.08,2.0,672,0
0,26.0,1,0,58777.0,4,3,2633.0,1,11.21,0.04,5.0,590,1
0,22.0,0,0,58368.0,0,3,13000.0,3,9.99,0.22,2.0,603,0
0,24.0,1,0,85574.0,4,3,1000.0,3,8.59,0.01,3.0,657,1
1,30.0,1,1,47944.0,9,3,2500.0,0,16.29,0.05,10.0,594,0
0,25.0,1,1,109238.0,0,3,6000.0,2,13.49,0.05,4.0,602,0
0,46.0,1,0,73358.0,25,2,4100.0,1,13.49,0.06,11.0,637,0
0,22.0,1,3,90698.0,1,0,15000.0,1,13.61,0.17,4.0,634,1
0,24.0,1,4,57190.0,0,3,1421.0,3,11.57,0.02,4.0,545,1
0,35.0,0,1,33454.0,8,3,6000.0,1,9.04,0.18,14.0,573,1
0,22.0,0,3,58041.0,0,0,4000.0,3,6.62,0.07,2.0,635,1
0,26.0,1,0,63136.0,3,2,5000.0,0,15.65,0.08,4.0,577,1
0,22.0,0,1,92039.0,0,3,14400.0,1,14.35,0.16,2.0,614,0
1,21.0,1,1,65590.0,0,3,1600.0,5,14.96,0.02,4.0,710,0
0,25.0,1,0,108101.0,3,0,14000.0,3,7.49,0.13,2.0,645,1
0,22.0,1,3,45361.0,0,0,2000.0,5,14.27,0.04,2.0,682,0
0,24.0,1,1,108725.0,2,3,15000.0,2,11.86,0.14,2.0,652,0
0,25.0,1,4,60721.0,2,2,10000.0,5,7.29,0.16,3.0,737,0
1,29.0,1,3,111904.0,8,0,2179.0,2,8.36,0.02,4.0,656,0
0,32.0,1,1,87679.0,10,0,6566.0,0,10.40,0.07,8.0,601,1
0,34.0,1,1,130402.0,12,0,9939.0,0,7.97,0.08,8.0,700,1
0,28.0,0,3,78989.0,3,3,14400.0,3,11.14,0.18,5.0,571,1
0,27.0,0,1,249456.0,9,0,22000.0,5,10.62,0.09,5.0,522,1
1,26.0,0,1,31069.0,1,3,8500.0,5,11.53,0.27,3.0,601,0
1,22.0,1,1,52086.0,0,3,11850.0,3,14.11,0.23,2.0,699,0
0,29.0,0,0,110197.0,10,3,16800.0,3,11.01,0.15,5.0,710,0
1,24.0,0,0,38214.0,3,3,1500.0,2,15.99,0.04,2.0,617,0
0,38.0,1,0,40532.0,17,3,1000.0,3,12.08,0.02,14.0,629,1
1,34.0,1,1,91523.0,16,3,19200.0,1,16.77,0.21,7.0,666,0
1,36.0,0,1,106229.0,10,0,7750.0,0,13.23,0.07,14.0,602,0
0,34.0,0,0,78882.0,12,0,8000.0,5,6.92,0.10,7.0,589,1
0,30.0,0,2,190541.0,9,0,20875.0,0,11.68,0.11,8.0,627,1
1,25.0,0,1,71671.0,4,0,5200.0,3,6.54,0.07,2.0,675,0
1,25.0,1,3,59997.0,2,0,5000.0,3,9.88,0.08,2.0,614,0
0,34.0,0,4,76349.0,14,3,13200.0,0,9.25,0.17,9.0,685,1
0,34.0,0,0,104497.0,11,0,18000.0,5,6.99,0.17,5.0,622,1
0,26.0,1,1,78887.0,7,3,9000.0,3,11.86,0.11,4.0,719,0
0,30.0,1,0,104216.0,4,0,14000.0,4,10.66,0.13,9.0,616,0
1,24.0,0,3,95550.0,5,3,35000.0,3,11.11,0.37,4.0,585,0
0,25.0,1,0,60295.0,0,3,8000.0,1,8.00,0.13,3.0,527,1
0,26.0,0,0,49382.0,4,3,6583.0,3,10.21,0.13,7.0,628,1
0,25.0,0,1,217336.0,0,0,24000.0,2,12.87,0.11,2.0,665,0
1,31.0,0,0,166389.0,5,0,35000.0,4,7.49,0.21,5.0,600,0
0,26.0,0,1,37401.0,5,3,4000.0,5,10.75,0.11,3.0,644,1
1,35.0,1,0,168855.0,11,0,8400.0,4,12.98,0.05,9.0,657,0
0,29.0,1,1,100795.0,10,0,7500.0,3,10.67,0.07,10.0,582,0
1,30.0,1,2,30061.0,8,3,8000.0,0,13.16,0.27,8.0,630,0
0,33.0,0,4,51465.0,13,3,9000.0,3,11.01,0.17,8.0,706,0
0,30.0,0,1,65786.0,5,0,10000.0,2,7.36,0.15,10.0,652,1
0,35.0,1,0,67207.0,13,0,7000.0,1,14.30,0.10,11.0,705,1
0,23.0,0,0,51738.0,4,0,10000.0,1,5.42,0.19,4.0,708,0
0,29.0,1,3,58151.0,5,3,10000.0,5,7.51,0.17,10.0,658,1
1,30.0,0,4,196783.0,7,0,3500.0,4,10.65,0.02,8.0,705,0
0,34.0,1,4,61412.0,13,3,5400.0,4,13.16,0.09,8.0,622,0
0,27.0,1,3,72998.0,5,3,8800.0,2,11.36,0.12,10.0,575,1
0,30.0,1,3,79281.0,7,3,10000.0,4,12.73,0.13,6.0,651,1
0,22.0,0,0,48777.0,1,3,8000.0,4,11.11,0.16,3.0,676,1
1,22.0,0,0,21824.0,0,0,4975.0,1,11.01,0.23,3.0,588,0
0,24.0,1,0,65891.0,0,3,5500.0,0,8.07,0.08,2.0,594,1
